NocRoom West Coast,98.143.147.195,
US DNS,67.200.141.228,
US DNS,208.91.97.134,
US DNS,208.111.1.2,
US DNS,69.21.30.166,
US DNS,50.246.194.88,
US DNS,192.241.230.36,
US DNS,50.196.194.225,
US DNS,72.91.249.196,
US DNS,50.200.50.65,
US DNS,142.54.187.252,
US DNS,74.207.1.51,
US DNS,165.225.130.113,
US DNS,216.245.223.68,
US DNS,208.111.1.1,
US DNS,70.61.240.4,
US DNS,173.161.29.106,
US DNS,72.26.227.106,
US DNS,208.91.97.211,
US DNS,65.48.115.124,
US DNS,142.54.187.251,
US DNS,24.173.213.162,
US DNS,216.252.20.243,
US DNS,107.1.0.7,
US DNS,50.196.79.65,
US DNS,108.162.35.98,
US DNS,50.78.127.129,
US DNS,66.76.115.92,
US DNS,199.224.17.10,
US DNS,72.91.249.195,
US DNS,107.0.6.241,
US DNS,96.127.37.215,
US DNS,50.249.79.19,
US DNS,72.249.181.77,
US DNS,67.135.156.37,
US DNS,23.24.29.41,
US DNS,206.207.16.39,
US DNS,23.30.124.117,
US DNS,153.39.50.42,
US DNS,150.243.160.1,
US DNS,24.248.8.83,
US DNS,108.252.1.121,
US DNS,67.199.15.224,
US DNS,24.229.42.161,
US DNS,207.99.14.50,
US DNS,67.129.156.52,
US DNS,50.108.39.116,
US DNS,24.173.97.30,
US DNS,24.50.26.68,
US DNS,173.247.30.11,
US DNS,72.249.181.140,
US DNS,156.154.70.35,
US DNS,69.5.145.238,
US DNS,70.60.230.193,
US DNS,69.72.145.117,
US DNS,64.214.116.91,
US DNS,50.249.78.117,
US DNS,69.72.145.116,
US DNS,72.249.181.161,
US DNS,198.31.197.148,
US DNS,156.154.70.13,
US DNS,67.129.156.53,
US DNS,207.168.21.43,
US DNS,65.206.26.181,
US DNS,50.252.174.193,
US DNS,64.214.116.87,
US DNS,173.246.43.58,
US DNS,72.10.87.179,
US DNS,107.130.223.161,
US DNS,107.21.22.255,
US DNS,64.214.116.84,
US DNS,198.237.195.15,
US DNS,72.13.87.48,
US DNS,173.161.114.130,
US DNS,207.65.7.157,
US DNS,63.224.89.94,
US DNS,69.88.251.1,
US DNS,139.55.218.197,
US DNS,206.212.241.14,
US DNS,216.255.170.18,
US DNS,69.38.209.114,
US DNS,99.125.224.121,
US DNS,12.20.121.22,
US DNS,207.230.75.34,
US DNS,64.6.139.26,
US DNS,69.67.49.29,
US DNS,169.237.220.184,
US DNS,67.199.121.168,
US DNS,149.5.120.1,
US DNS,65.254.223.137,
US DNS,50.97.176.194,
US DNS,50.127.105.177,
US DNS,209.211.254.19,
US DNS,24.4.131.78,
US DNS,70.15.245.88,
US DNS,75.150.232.45,
US DNS,68.67.68.83,
US DNS,66.161.207.60,
US DNS,199.44.194.3,
US DNS,198.82.247.98,
US DNS,74.95.130.177,
US DNS,97.76.98.18,
US DNS,67.199.121.171,
US DNS,66.44.223.51,
US DNS,24.199.129.12,
US DNS,70.90.10.230,
US DNS,74.87.130.101,
US DNS,66.44.216.212,
US DNS,216.54.180.106,
US DNS,199.227.167.147,
US DNS,50.240.192.218,
US DNS,207.218.43.20,
US DNS,24.217.173.25,
US DNS,12.145.62.50,
US DNS,71.177.42.142,
US DNS,204.69.64.4,
US DNS,70.62.16.133,
US DNS,69.42.66.75,
US DNS,64.183.137.6,
US DNS,207.177.43.65,
US DNS,71.40.44.8,
US DNS,50.249.192.125,
US DNS,69.42.66.78,
US DNS,66.167.215.166,
US DNS,162.17.10.249,
US DNS,74.81.131.2,
US DNS,207.109.117.146,
US DNS,69.42.66.71,
US DNS,50.200.193.2,
US DNS,206.161.124.226,
US DNS,69.29.244.25,
US DNS,74.81.130.22,
US DNS,69.42.66.94,
US DNS,199.59.162.141,
US DNS,71.81.22.14,
US DNS,69.42.66.81,
US DNS,71.43.14.50,
US DNS,69.42.66.70,
US DNS,70.88.112.101,
US DNS,69.42.66.69,
US DNS,12.145.62.51,
US DNS,69.42.66.89,
US DNS,71.40.14.30,
US DNS,208.211.166.2,
US DNS,71.40.14.50,
US DNS,198.0.32.93,
US DNS,69.42.66.92,
US DNS,173.13.145.41,
US DNS,50.123.144.111,
US DNS,50.250.30.249,
US DNS,50.254.104.125,
US DNS,50.123.144.129,
US DNS,68.64.247.211,
US DNS,205.172.19.79,
US DNS,69.42.66.93,
US DNS,173.237.188.130,
US DNS,71.40.14.105,
US DNS,72.22.208.249,
US DNS,69.42.66.90,
US DNS,107.6.131.29,
US DNS,207.234.132.211,
US DNS,173.167.186.121,
US DNS,173.81.190.174,
US DNS,64.234.216.242,
US DNS,153.18.130.142,
US DNS,216.222.152.16,
US DNS,216.228.174.87,
US DNS,50.42.183.212,
US DNS,173.14.226.181,
US DNS,207.234.132.210,
US DNS,199.47.40.8,
US DNS,24.39.49.130,
US DNS,69.54.29.113,
US DNS,67.199.26.161,
US DNS,208.38.132.24,
US DNS,207.234.132.208,
US DNS,71.40.77.186,
US DNS,75.33.100.161,
US DNS,216.160.152.158,
US DNS,64.234.216.241,
US DNS,96.57.109.66,
US DNS,207.203.133.65,
US DNS,198.190.63.1,
US DNS,199.44.53.50,
US DNS,66.94.104.129,
US DNS,66.225.36.1,
US DNS,64.20.42.251,
US DNS,206.51.127.14,
US DNS,50.201.99.2,
US DNS,208.66.105.4,
US DNS,207.234.132.212,
US DNS,38.75.27.196,
US DNS,206.64.149.9,
US DNS,63.145.178.98,
US DNS,66.241.103.8,
US DNS,66.90.204.12,
US DNS,174.120.70.224,
US DNS,66.251.35.133,
US DNS,208.68.186.3,
US DNS,64.173.188.134,
US DNS,38.122.102.26,
US DNS,64.191.188.2,
US DNS,64.85.165.103,
US DNS,64.132.165.99,
US DNS,72.182.110.192,
US DNS,75.103.99.204,
US DNS,69.39.244.164,
US DNS,206.51.127.13,
US DNS,50.253.98.173,
US DNS,67.199.100.185,
US DNS,69.199.17.218,
US DNS,72.174.119.236,
US DNS,72.9.112.28,
US DNS,71.183.122.67,
US DNS,204.126.179.196,
US DNS,76.2.202.38,
US DNS,69.84.119.242,
US DNS,72.174.119.234,
US DNS,198.175.228.44,
US DNS,184.173.169.186,
US DNS,71.223.103.120,
US DNS,199.180.254.2,
US DNS,76.72.170.110,
US DNS,173.15.169.133,
US DNS,131.91.183.150,
US DNS,96.4.64.2,
US DNS,69.10.41.146,
US DNS,173.251.125.238,
US DNS,173.251.125.230,
US DNS,76.72.170.109,
US DNS,72.13.94.132,
US DNS,70.90.103.243,
US DNS,173.161.41.253,
US DNS,208.111.0.98,
US DNS,216.157.8.91,
US DNS,76.72.170.108,
US DNS,50.244.28.26,
US DNS,72.174.119.235,
US DNS,98.28.176.8,
US DNS,173.251.125.252,
US DNS,173.161.126.85,
US DNS,71.251.103.21,
US DNS,184.173.169.189,
US DNS,74.80.201.1,
US DNS,170.77.10.199,
US DNS,71.244.114.162,
US DNS,192.92.207.139,
US DNS,69.49.156.1,
US DNS,72.235.92.20,
US DNS,66.182.239.124,
US DNS,70.60.38.11,
US DNS,71.172.81.83,
US DNS,72.13.94.155,
US DNS,173.251.125.253,
US DNS,72.13.94.133,
US DNS,66.172.201.11,
US DNS,66.151.79.218,
US DNS,69.50.192.123,
US DNS,75.103.119.172,
US DNS,184.106.45.74,
US DNS,173.251.125.220,
US DNS,173.251.125.228,
US DNS,199.47.40.9,
US DNS,198.136.41.100,
US DNS,173.251.125.231,
US DNS,199.187.127.194,
US DNS,173.251.125.205,
US DNS,173.251.125.254,
US DNS,64.22.114.161,
US DNS,173.251.125.200,
US DNS,12.40.197.98,
US DNS,72.249.76.149,
US DNS,64.31.183.2,
US DNS,66.201.26.1,
US DNS,216.48.144.6,
US DNS,66.242.238.158,
US DNS,173.251.125.202,
US DNS,50.73.0.97,
US DNS,68.116.158.42,
US DNS,209.144.50.123,
US DNS,67.202.114.102,
US DNS,208.80.0.61,
US DNS,184.173.169.188,
US DNS,67.198.47.230,
US DNS,50.121.180.130,
US DNS,63.227.141.113,
US DNS,74.203.80.114,
US DNS,204.197.152.167,
US DNS,107.181.161.190,
US DNS,69.147.142.138,
US DNS,50.250.184.245,
US DNS,98.21.250.117,
US DNS,50.63.180.212,
US DNS,204.97.152.225,
US DNS,206.208.116.6,
US DNS,71.201.40.182,
US DNS,63.225.141.218,
US DNS,108.176.29.5,
US DNS,173.226.237.33,
US DNS,75.151.248.209,
US DNS,50.171.140.47,
US DNS,64.72.140.227,
US DNS,72.70.39.242,
US DNS,208.74.200.223,
US DNS,108.232.66.222,
US DNS,24.227.32.22,
US DNS,67.202.114.101,
US DNS,63.110.160.67,
US DNS,184.60.140.227,
US DNS,168.215.60.52,
US DNS,66.252.142.251,
US DNS,206.208.116.7,
US DNS,205.162.202.197,
US DNS,71.97.106.35,
US DNS,18.83.3.127,
US DNS,108.59.246.212,
US DNS,209.6.3.138,
US DNS,23.30.246.204,
US DNS,198.27.120.210,
US DNS,207.183.249.50,
US DNS,50.48.15.209,
US DNS,67.23.78.50,
US DNS,208.117.74.241,
US DNS,74.42.34.168,
US DNS,63.250.233.77,
US DNS,74.203.80.1,
US DNS,108.204.190.225,
US DNS,71.46.252.6,
US DNS,71.170.105.11,
US DNS,108.204.191.97,
US DNS,67.77.158.37,
US DNS,98.189.31.17,
US DNS,75.146.229.109,
US DNS,69.71.6.25,
US DNS,66.208.143.6,
US DNS,205.171.202.25,
US DNS,69.71.5.129,
US DNS,108.250.245.26,
US DNS,50.243.82.225,
US DNS,74.208.98.206,
US DNS,12.110.209.175,
US DNS,38.121.121.129,
US DNS,168.9.128.14,
US DNS,50.122.216.58,
US DNS,173.167.201.145,
US DNS,50.122.216.97,
US DNS,216.187.151.21,
US DNS,64.91.38.6,
US DNS,184.6.253.154,
US DNS,50.122.216.37,
US DNS,108.209.100.161,
US DNS,50.206.215.17,
US DNS,64.239.62.60,
US DNS,50.122.216.96,
US DNS,64.239.62.61,
US DNS,184.6.253.150,
US DNS,66.129.92.74,
US DNS,168.9.128.13,
US DNS,74.83.139.114,
US DNS,50.122.216.117,
US DNS,65.254.42.2,
US DNS,76.79.37.2,
US DNS,65.15.33.21,
US DNS,64.235.47.12,
US DNS,209.209.217.168,
US DNS,12.238.188.252,
US DNS,50.250.214.205,
US DNS,50.122.216.16,
US DNS,23.24.149.157,
US DNS,206.171.24.15,
US DNS,64.60.182.114,
US DNS,50.122.216.3,
US DNS,72.5.150.11,
US DNS,66.129.92.77,
US DNS,71.165.151.106,
US DNS,50.122.216.98,
US DNS,208.49.169.61,
US DNS,206.123.204.102,
US DNS,71.41.221.194,
US DNS,173.197.7.58,
US DNS,66.206.91.96,
US DNS,50.206.215.26,
US DNS,98.101.120.225,
US DNS,75.149.167.141,
US DNS,66.210.100.166,
US DNS,50.122.216.99,
US DNS,66.192.100.200,
US DNS,50.122.216.119,
US DNS,199.46.104.114,
US DNS,74.92.204.237,
US DNS,72.24.95.111,
US DNS,199.255.232.19,
US DNS,198.97.37.52,
US DNS,70.89.103.178,
US DNS,74.103.214.75,
US DNS,184.7.207.194,
US DNS,97.76.199.114,
US DNS,192.82.252.235,
US DNS,69.8.230.254,
US DNS,64.136.228.130,
US DNS,50.206.215.25,
US DNS,74.41.215.106,
US DNS,65.220.42.38,
US DNS,68.170.213.178,
US DNS,23.252.205.5,
US DNS,166.61.232.194,
US DNS,167.206.169.157,
US DNS,23.25.241.113,
US DNS,66.240.146.122,
US DNS,192.169.192.162,
US DNS,184.159.176.177,
US DNS,65.103.40.62,
US DNS,184.159.176.193,
US DNS,209.237.227.195,
US DNS,71.40.213.126,
US DNS,64.188.63.174,
US DNS,23.226.80.100,
US DNS,50.247.245.193,
US DNS,199.195.5.27,
US DNS,206.63.252.75,
US DNS,66.114.1.2,
US DNS,198.17.222.32,
US DNS,69.152.61.197,
US DNS,108.211.244.2,
US DNS,24.246.130.28,
US DNS,64.84.120.1,
US DNS,50.48.29.235,
US DNS,64.239.71.21,
US DNS,50.47.49.39,
US DNS,206.169.202.130,
US DNS,74.101.52.178,
US DNS,64.84.120.2,
US DNS,72.37.163.6,
US DNS,66.139.152.253,
US DNS,69.50.192.127,
US DNS,65.123.131.84,
US DNS,216.53.213.26,
US DNS,128.173.95.17,
US DNS,69.88.246.1,
US DNS,72.85.225.247,
US DNS,63.252.13.153,
US DNS,209.18.52.228,
US DNS,75.149.94.241,
US DNS,64.161.75.12,
US DNS,69.152.61.195,
US DNS,65.123.131.85,
US DNS,66.139.152.166,
US DNS,184.7.192.37,
US DNS,65.110.72.54,
US DNS,128.173.95.18,
US DNS,69.88.249.33,
US DNS,66.139.152.130,
US DNS,24.123.138.90,
US DNS,66.182.0.162,
US DNS,207.162.185.24,
US DNS,67.52.83.158,
US DNS,66.182.0.163,
US DNS,69.85.246.28,
US DNS,24.172.137.66,
US DNS,75.103.95.40,
US DNS,12.150.169.1,
US DNS,104.13.30.115,
US DNS,75.103.95.43,
US DNS,65.123.131.86,
US DNS,108.166.105.234,
US DNS,69.88.249.1,
US DNS,76.191.77.1,
US DNS,205.185.70.95,
US DNS,72.37.163.22,
US DNS,198.27.120.208,
US DNS,66.173.0.3,
US DNS,68.116.78.230,
US DNS,65.182.172.203,
US DNS,208.106.146.190,
US DNS,67.84.9.75,
US DNS,209.145.84.200,
US DNS,108.90.214.158,
US DNS,70.238.46.131,
US DNS,69.174.244.252,
US DNS,198.135.221.2,
US DNS,75.103.240.198,
US DNS,184.7.192.39,
US DNS,71.43.139.226,
US DNS,64.233.203.140,
US DNS,68.142.183.62,
US DNS,66.139.152.167,
US DNS,38.80.0.157,
US DNS,24.230.151.170,
US DNS,75.98.240.144,
US DNS,63.134.216.133,
US DNS,173.8.111.100,
US DNS,168.215.112.140,
US DNS,209.200.83.162,
US DNS,162.226.124.105,
US DNS,69.193.67.118,
US DNS,50.63.85.88,
US DNS,167.142.88.1,
US DNS,50.193.207.148,
US DNS,63.134.216.183,
US DNS,174.79.203.122,
US DNS,208.75.172.72,
US DNS,71.40.139.198,
US DNS,208.75.172.24,
US DNS,63.134.216.172,
US DNS,72.37.137.21,
US DNS,208.90.172.22,
US DNS,216.30.201.60,
US DNS,12.132.90.252,
US DNS,71.43.217.228,
US DNS,107.0.6.178,
US DNS,63.134.216.170,
US DNS,12.47.97.211,
US DNS,63.134.216.155,
US DNS,216.54.201.10,
US DNS,70.33.217.231,
US DNS,199.192.228.68,
US DNS,68.68.22.77,
US DNS,107.0.6.129,
US DNS,192.73.252.40,
US DNS,76.72.165.72,
US DNS,50.200.35.234,
US DNS,69.59.196.2,
US DNS,108.6.54.98,
US DNS,108.58.120.130,
US DNS,76.72.165.85,
US DNS,12.28.98.3,
US DNS,76.72.165.86,
US DNS,74.92.223.213,
US DNS,168.158.224.19,
US DNS,184.168.75.202,
US DNS,216.30.201.3,
US DNS,206.222.107.38,
US DNS,69.15.20.154,
US DNS,204.57.113.124,
US DNS,216.54.201.11,
US DNS,24.73.141.170,
US DNS,199.188.88.146,
US DNS,107.7.74.84,
US DNS,69.174.244.142,
US DNS,74.213.234.1,
US DNS,75.150.183.114,
US DNS,199.176.228.3,
US DNS,50.199.62.10,
US DNS,50.248.243.133,
US DNS,184.185.131.67,
US DNS,71.41.20.74,
US DNS,206.183.107.35,
US DNS,50.199.43.137,
US DNS,205.186.209.198,
US DNS,50.248.250.201,
US DNS,50.199.250.249,
US DNS,204.100.64.7,
US DNS,50.195.43.1,
US DNS,208.26.118.190,
US DNS,69.74.245.234,
US DNS,47.23.191.214,
US DNS,74.95.109.194,
US DNS,12.218.237.3,
US DNS,104.131.103.59,
US DNS,50.205.180.13,
US DNS,66.240.176.72,
US DNS,209.200.82.162,
US DNS,70.91.86.17,
US DNS,206.54.207.231,
US DNS,199.188.88.148,
US DNS,63.145.178.159,
US DNS,66.132.217.214,
US DNS,66.132.217.215,
US DNS,192.70.238.191,
US DNS,50.127.82.229,
US DNS,50.121.154.2,
US DNS,66.7.238.99,
US DNS,64.17.20.2,
US DNS,162.244.177.40,
US DNS,66.132.217.249,
US DNS,50.200.241.21,
US DNS,204.11.64.4,
US DNS,204.11.64.10,
US DNS,66.240.176.71,
US DNS,198.199.117.126,
US DNS,70.91.23.25,
US DNS,207.38.207.10,
US DNS,50.122.82.234,
US DNS,67.52.176.3,
US DNS,50.246.116.119,
US DNS,66.162.87.52,
US DNS,50.203.152.202,
US DNS,204.184.58.240,
US DNS,108.229.34.171,
US DNS,70.42.24.1,
US DNS,66.132.217.211,
US DNS,209.159.145.250,
US DNS,66.233.236.12,
US DNS,198.16.16.41,
US DNS,143.55.7.26,
US DNS,50.205.180.11,
US DNS,70.42.24.33,
US DNS,204.100.64.6,
US DNS,66.44.200.82,
US DNS,107.192.242.241,
US DNS,72.67.3.60,
US DNS,50.193.81.233,
US DNS,216.37.58.13,
US DNS,50.255.143.9,
US DNS,66.240.176.100,
US DNS,205.232.55.66,
US DNS,198.40.250.194,
US DNS,199.83.115.68,
US DNS,50.200.240.250,
US DNS,151.181.255.47,
US DNS,209.249.125.1,
US DNS,170.215.66.0,
US DNS,207.8.158.136,
US DNS,12.103.176.130,
US DNS,199.227.114.74,
US DNS,72.19.176.84,
US DNS,216.213.255.130,
US DNS,23.25.195.212,
US DNS,198.57.0.227,
US DNS,75.146.245.78,
US DNS,216.226.190.142,
US DNS,70.91.23.30,
US DNS,71.188.94.122,
US DNS,70.182.110.78,
US DNS,162.202.211.213,
US DNS,199.218.114.27,
US DNS,174.46.143.54,
US DNS,205.155.232.6,
US DNS,173.197.144.50,
US DNS,173.219.189.217,
US DNS,38.118.40.194,
US DNS,184.166.76.57,
US DNS,173.87.69.240,
US DNS,72.90.69.47,
US DNS,65.170.128.96,
US DNS,130.156.180.10,
US DNS,151.181.0.47,
US DNS,216.37.58.7,
US DNS,50.255.72.49,
US DNS,74.40.192.245,
US DNS,50.255.72.54,
US DNS,198.177.53.231,
US DNS,209.137.146.2,
US DNS,72.22.29.34,
US DNS,198.177.53.232,
US DNS,173.220.101.42,
US DNS,208.109.95.89,
US DNS,173.165.101.65,
US DNS,173.239.32.125,
US DNS,173.217.193.245,
US DNS,70.89.78.98,
US DNS,159.63.23.34,
US DNS,208.79.148.87,
US DNS,209.142.185.217,
US DNS,67.137.39.195,
US DNS,208.79.148.78,
US DNS,204.246.1.36,
US DNS,151.132.1.35,
US DNS,50.78.118.114,
US DNS,76.72.165.20,
US DNS,76.164.163.150,
US DNS,173.219.32.231,
US DNS,76.72.165.34,
US DNS,50.254.116.146,
US DNS,207.98.248.254,
US DNS,199.254.121.163,
US DNS,74.214.190.148,
US DNS,23.100.74.99,
US DNS,208.81.148.59,
US DNS,72.253.170.95,
US DNS,65.170.128.97,
US DNS,74.113.241.194,
US DNS,104.51.122.2,
US DNS,23.24.38.118,
US DNS,50.197.1.245,
US DNS,206.246.26.129,
US DNS,50.84.4.178,
US DNS,209.200.86.150,
US DNS,208.79.148.75,
US DNS,66.135.63.215,
US DNS,204.253.55.5,
US DNS,208.49.148.172,
US DNS,23.246.72.222,
US DNS,174.76.30.138,
US DNS,24.40.248.89,
US DNS,69.24.212.41,
US DNS,104.57.122.38,
US DNS,75.145.42.189,
US DNS,208.79.148.77,
US DNS,70.89.205.194,
US DNS,74.143.190.87,
US DNS,198.71.57.78,
US DNS,67.200.236.253,
US DNS,75.149.24.148,
US DNS,138.78.49.150,
US DNS,50.48.30.129,
US DNS,50.44.3.141,
US DNS,72.249.144.219,
US DNS,72.26.96.55,
US DNS,138.78.49.130,
US DNS,205.251.129.126,
US DNS,70.60.230.129,
US DNS,162.223.76.158,
US DNS,50.84.5.1,
US DNS,75.149.188.41,
US DNS,184.175.111.102,
US DNS,75.180.24.12,
US DNS,50.247.227.74,
US DNS,74.142.61.146,
US DNS,50.246.21.89,
US DNS,173.85.223.37,
US DNS,64.5.130.3,
US DNS,108.232.147.154,
US DNS,50.202.46.35,
US DNS,12.1.191.83,
US DNS,205.147.218.10,
US DNS,209.92.131.152,
US DNS,12.13.191.66,
US DNS,216.106.88.3,
US DNS,50.199.85.173,
US DNS,204.14.70.25,
US DNS,64.124.219.178,
US DNS,173.8.250.125,
US DNS,69.67.54.180,
US DNS,50.126.86.195,
US DNS,209.152.130.183,
US DNS,66.139.152.131,
US DNS,20.133.0.65,
US DNS,69.43.132.163,
US DNS,69.64.54.93,
US DNS,68.70.241.226,
US DNS,50.76.47.181,
US DNS,50.254.151.50,
US DNS,173.248.150.103,
US DNS,199.239.46.253,
US DNS,4.34.0.215,
US DNS,76.104.230.205,
US DNS,108.58.159.32,
US DNS,208.64.129.68,
US DNS,96.33.114.230,
US DNS,184.11.132.11,
US DNS,65.242.38.28,
US DNS,207.250.94.29,
US DNS,24.117.89.81,
US DNS,173.165.154.114,
US DNS,4.34.1.254,
US DNS,199.15.252.26,
US DNS,216.79.147.144,
US DNS,69.57.184.34,
US DNS,50.244.108.241,
US DNS,50.126.86.197,
US DNS,68.189.82.178,
US DNS,12.5.123.10,
US DNS,198.61.168.157,
US DNS,208.64.129.69,
US DNS,66.38.37.19,
US DNS,199.102.211.223,
US DNS,8.2.179.72,
US DNS,66.109.55.134,
US DNS,63.228.247.210,
US DNS,8.35.35.35,
US DNS,208.80.0.62,
US DNS,173.9.184.85,
US DNS,63.250.247.102,
US DNS,66.225.35.17,
US DNS,68.170.221.238,
US DNS,69.42.81.100,
US DNS,108.61.59.194,
US DNS,69.62.238.207,
US DNS,66.76.182.160,
US DNS,69.65.80.184,
US DNS,107.181.60.5,
US DNS,166.102.212.129,
US DNS,209.181.6.137,
US DNS,64.46.74.78,
US DNS,69.39.1.30,
US DNS,66.139.152.164,
US DNS,69.66.219.195,
US DNS,75.130.23.145,
US DNS,69.39.1.12,
US DNS,38.111.184.196,
US DNS,12.16.194.98,
US DNS,38.111.184.205,
US DNS,72.54.65.186,
US DNS,63.217.85.228,
US DNS,198.6.1.228,
US DNS,75.149.23.181,
US DNS,63.250.85.178,
US DNS,209.123.218.66,
US DNS,72.35.80.205,
US DNS,209.36.87.10,
US DNS,208.89.113.142,
US DNS,63.217.85.227,
US DNS,216.81.128.160,
US DNS,65.102.133.225,
US DNS,173.220.229.70,
US DNS,65.205.115.132,
US DNS,23.31.83.49,
US DNS,50.192.244.107,
US DNS,69.39.1.68,
US DNS,96.56.214.253,
US DNS,66.206.60.32,
US DNS,199.114.209.3,
US DNS,69.39.1.74,
US DNS,198.41.1.1,
US DNS,65.116.109.1,
US DNS,69.39.1.81,
US DNS,208.111.113.10,
US DNS,72.90.73.110,
US DNS,69.39.1.73,
US DNS,184.80.5.149,
US DNS,199.114.208.196,
US DNS,209.60.176.235,
US DNS,206.246.25.10,
US DNS,63.217.85.230,
US DNS,216.75.21.40,
US DNS,198.179.88.84,
US DNS,205.138.233.198,
US DNS,50.126.198.92,
US DNS,216.18.250.161,
US DNS,209.252.189.104,
US DNS,65.125.109.25,
US DNS,173.219.163.68,
US DNS,204.11.164.179,
US DNS,192.169.71.180,
US DNS,207.224.244.218,
US DNS,204.11.164.176,
US DNS,204.11.164.177,
US DNS,72.43.81.65,
US DNS,205.162.234.4,
US DNS,50.196.178.125,
US DNS,204.11.164.173,
US DNS,204.11.164.171,
US DNS,50.207.91.131,
US DNS,216.75.21.90,
US DNS,199.114.209.79,
US DNS,108.170.4.91,
US DNS,216.180.248.166,
US DNS,209.221.187.45,
US DNS,65.125.109.90,
US DNS,96.57.214.202,
US DNS,205.162.234.13,
US DNS,74.218.218.222,
US DNS,204.11.164.168,
US DNS,24.231.187.219,
US DNS,216.180.248.189,
US DNS,4.26.50.58,
US DNS,173.209.163.64,
US DNS,204.11.164.172,
US DNS,209.252.189.103,
US DNS,216.75.21.70,
US DNS,204.11.164.187,
US DNS,204.11.164.184,
US DNS,198.179.88.222,
US DNS,69.59.197.145,
US DNS,204.11.164.186,
US DNS,66.193.60.7,
US DNS,204.11.164.165,
US DNS,192.156.214.175,
US DNS,173.48.199.179,
US DNS,74.214.219.119,
US DNS,204.11.164.180,
US DNS,97.65.5.130,
US DNS,192.171.201.7,
US DNS,209.3.241.1,
US DNS,204.11.164.181,
US DNS,63.150.69.24,
US DNS,173.165.163.241,
US DNS,206.15.232.1,
US DNS,204.11.164.183,
US DNS,206.223.51.2,
US DNS,50.246.126.185,
US DNS,204.11.164.169,
US DNS,204.11.164.166,
US DNS,108.58.50.27,
US DNS,108.41.50.99,
US DNS,67.129.252.8,
US DNS,192.30.35.11,
US DNS,172.2.208.141,
US DNS,204.141.205.11,
US DNS,184.172.114.130,
US DNS,216.168.38.138,
US DNS,184.173.224.161,
US DNS,198.199.165.251,
US DNS,64.251.208.10,
US DNS,206.81.216.240,
US DNS,63.211.67.251,
US DNS,173.227.178.10,
US DNS,138.91.90.189,
US DNS,98.175.48.61,
US DNS,24.229.109.182,
US DNS,68.70.191.4,
US DNS,216.30.167.233,
US DNS,69.10.64.20,
US DNS,12.220.194.12,
US DNS,198.50.239.232,
US DNS,205.162.234.2,
US DNS,216.235.106.196,
US DNS,104.51.131.129,
US DNS,173.243.177.82,
US DNS,108.41.89.50,
US DNS,66.167.204.162,
US DNS,198.5.240.134,
US DNS,148.78.249.200,
US DNS,173.220.71.20,
US DNS,204.248.3.5,
US DNS,68.109.249.130,
US DNS,64.50.241.167,
US DNS,66.220.58.2,
US DNS,173.248.150.104,
US DNS,98.246.228.195,
US DNS,173.49.66.121,
US DNS,50.109.134.3,
US DNS,69.40.75.57,
US DNS,198.144.239.9,
US DNS,204.153.52.7,
US DNS,128.59.206.36,
US DNS,69.6.152.13,
US DNS,198.41.1.11,
US DNS,75.103.99.192,
US DNS,75.103.99.107,
US DNS,75.103.99.130,
US DNS,75.103.99.129,
US DNS,208.94.74.69,
US DNS,74.113.247.122,
US DNS,64.132.13.8,
US DNS,50.248.15.72,
US DNS,65.216.77.50,
US DNS,207.62.90.11,
US DNS,54.183.15.10,
US DNS,136.234.80.79,
US DNS,71.2.215.94,
US DNS,50.84.77.171,
US DNS,104.0.137.210,
US DNS,68.169.51.217,
US DNS,205.167.171.61,
US DNS,67.79.47.3,
US DNS,208.105.170.18,
US DNS,216.167.166.2,
US DNS,63.136.98.3,
US DNS,198.199.116.145,
US DNS,75.103.76.53,
US DNS,50.247.93.109,
US DNS,208.78.171.6,
US DNS,205.162.234.164,
US DNS,65.216.77.49,
US DNS,8.5.244.6,
US DNS,97.64.245.182,
US DNS,74.120.105.93,
US DNS,67.103.46.107,
US DNS,207.165.185.1,
US DNS,216.240.32.65,
US DNS,97.78.254.130,
US DNS,173.161.221.218,
US DNS,69.63.164.6,
US DNS,184.10.174.105,
US DNS,50.254.34.163,
US DNS,131.118.2.2,
US DNS,75.103.99.114,
US DNS,74.113.101.252,
US DNS,208.105.170.10,
US DNS,173.196.221.122,
US DNS,74.208.202.108,
US DNS,206.208.113.93,
US DNS,70.89.136.145,
US DNS,74.113.101.253,
US DNS,50.249.5.225,
US DNS,12.149.79.90,
US DNS,208.105.170.65,
US DNS,64.34.165.10,
US DNS,204.106.248.157,
US DNS,216.240.32.76,
US DNS,128.177.117.42,
US DNS,64.192.69.145,
US DNS,75.103.99.106,
US DNS,74.113.101.251,
US DNS,50.74.78.18,
US DNS,63.227.222.106,
US DNS,150.176.228.3,
US DNS,131.210.1.15,
US DNS,12.163.79.33,
US DNS,74.114.238.126,
US DNS,131.210.1.24,
US DNS,69.38.164.50,
US DNS,63.131.70.213,
US DNS,173.190.221.4,
US DNS,216.240.32.75,
US DNS,74.118.238.153,
US DNS,173.196.221.124,
US DNS,64.34.222.74,
US DNS,66.129.101.150,
US DNS,184.59.26.33,
US DNS,216.240.32.71,
US DNS,23.253.64.71,
US DNS,64.92.221.181,
US DNS,8.21.152.34,
US DNS,216.240.32.140,
US DNS,50.240.247.97,
US DNS,173.9.212.9,
